cloud,tree_id,dbh_method,volume_method,dbh_cm,height_m,cbc_rel_m,cbc_abs_m,volume_m3,mass_kg,commercial_volume_m3,commercial_mass_kg,status,n_trunk_pts,n_commercial_pts
talhao_62_25x25_round2_crop_100,1,ensemble,frustum,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insuficientes amostras de raio para o método frustum.,285,285
talhao_62_25x25_round2_crop_100,1,ensemble,axis_profile,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,285,285
talhao_62_25x25_round2_crop_100,1,single_ransac,cylinder,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: dbh_cm or CBC is missing for cylinder volume,285,285
talhao_62_25x25_round2_crop_100,1,single_ransac,voxel,,19.284400463104248,19.284400463104248,20.837400436401367,0.03487500000000001,31.38750000000001,0.03487500000000001,31.38750000000001,ok,285,285
talhao_62_25x25_round2_crop_100,1,single_ransac,taper,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insuficientes amostras de raio para o método taper.,285,285
talhao_62_25x25_round2_crop_100,1,single_ransac,frustum,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insuficientes amostras de raio para o método frustum.,285,285
talhao_62_25x25_round2_crop_100,1,single_ransac,axis_profile,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,285,285
talhao_62_25x25_round2_crop_100,1,ls,cylinder,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: dbh_cm or CBC is missing for cylinder volume,285,285
talhao_62_25x25_round2_crop_100,1,ls,voxel,,19.284400463104248,19.284400463104248,20.837400436401367,0.03487500000000001,31.38750000000001,0.03487500000000001,31.38750000000001,ok,285,285
talhao_62_25x25_round2_crop_100,1,ls,taper,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insuficientes amostras de raio para o método taper.,285,285
talhao_62_25x25_round2_crop_100,1,ls,frustum,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insuficientes amostras de raio para o método frustum.,285,285
talhao_62_25x25_round2_crop_100,1,ls,axis_profile,,19.284400463104248,19.284400463104248,20.837400436401367,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,285,285
talhao_62_25x25_round2_crop_100,5,ensemble,cylinder,21.935341847841908,18.260499477386475,7.852014775276183,10.068714852333068,0.6900671407723035,621.0604266950731,0.29672887053209046,267.0559834788814,ok,208,180
talhao_62_25x25_round2_crop_100,5,ensemble,voxel,21.935341847841908,18.260499477386475,7.852014775276183,10.068714852333068,0.025750000000000006,23.175000000000004,0.022250000000000006,20.025000000000006,ok,208,180
talhao_62_25x25_round2_crop_100,5,ensemble,taper,21.935341847841908,18.260499477386475,7.852014775276183,10.068714852333068,,,,,error: Insuficientes amostras de raio para o método taper.,208,180
talhao_62_25x25_round2_crop_100,5,ensemble,frustum,21.935341847841908,18.260499477386475,7.852014775276183,10.068714852333068,8.150141017967446,7335.126916170701,3.118273568329947,2806.4462114969524,ok,208,180
talhao_62_25x25_round2_crop_100,5,ensemble,axis_profile,21.935341847841908,18.260499477386475,7.852014775276183,10.068714852333068,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,208,180
talhao_62_25x25_round2_crop_100,5,single_ransac,cylinder,,18.260499477386475,7.852014775276183,10.068714852333068,,,,,error: dbh_cm or CBC is missing for cylinder volume,208,180
talhao_62_25x25_round2_crop_100,5,single_ransac,voxel,,18.260499477386475,7.852014775276183,10.068714852333068,0.025750000000000006,23.175000000000004,0.022250000000000006,20.025000000000006,ok,208,180
talhao_62_25x25_round2_crop_100,5,single_ransac,taper,,18.260499477386475,7.852014775276183,10.068714852333068,,,,,error: Insuficientes amostras de raio para o método taper.,208,180
talhao_62_25x25_round2_crop_100,5,single_ransac,frustum,,18.260499477386475,7.852014775276183,10.068714852333068,8.051503120672319,7246.3528086050865,3.1182735683299763,2806.446211496979,ok,208,180
talhao_62_25x25_round2_crop_100,5,single_ransac,axis_profile,,18.260499477386475,7.852014775276183,10.068714852333068,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,208,180
talhao_62_25x25_round2_crop_100,5,ls,cylinder,92.9339731729098,18.260499477386475,7.852014775276183,10.068714852333068,12.386583752517648,11147.925377265883,5.326231013582588,4793.607912224329,ok,208,180
talhao_62_25x25_round2_crop_100,5,ls,voxel,92.9339731729098,18.260499477386475,7.852014775276183,10.068714852333068,0.025750000000000006,23.175000000000004,0.022250000000000006,20.025000000000006,ok,208,180
talhao_62_25x25_round2_crop_100,5,ls,taper,92.9339731729098,18.260499477386475,7.852014775276183,10.068714852333068,,,,,error: Insuficientes amostras de raio para o método taper.,208,180
talhao_62_25x25_round2_crop_100,5,ls,frustum,92.9339731729098,18.260499477386475,7.852014775276183,10.068714852333068,8.150141017967382,7335.126916170644,3.09952449072122,2789.5720416490976,ok,208,180
talhao_62_25x25_round2_crop_100,5,ls,axis_profile,92.9339731729098,18.260499477386475,7.852014775276183,10.068714852333068,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,208,180
talhao_62_25x25_round2_crop_100,6,ensemble,cylinder,130.60588776904962,2.366300106048584,0.5442490243911744,1.247549023628235,3.1701894450128423,2853.170500511558,0.7291435723529538,656.2292151176584,ok,60,18
